date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:08:16	23916/23916	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:20%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-18.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-18.jpg	(from https://kiti.wpbingosite.com/home-4/)
09:08:17	1037/1037	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2016:41:22%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-6.png	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-6.png	(from https://kiti.wpbingosite.com/home-4/)
09:08:18	9576/9576	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:28%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2021/01/cat-3.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2021/01/cat-3.jpg	(from https://kiti.wpbingosite.com/home-4/)
09:08:19	205144/205144	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:55%20GMT	https://kiti.wpbingosite.com/home-4/?add-to-cart=7840	./shreeratna/kiti.wpbingosite.com/home-4/indexa863.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:20	846/846	---MC-	200	added ('OK')	text/css	date:Tue,%2002%20Jun%202026%2003:23:19%20GMT	https://fonts.googleapis.com/css?family=Roboto:700%2C400%7CPoppins:300%2C700	./shreeratna/fonts.googleapis.com/csse6a7.css	(from https://kiti.wpbingosite.com/home-4/)
09:08:20	202491/202491	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:55%20GMT	https://kiti.wpbingosite.com/home-4/?add_to_wishlist=10454&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-4/index9e86.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:20	202491/202491	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:55%20GMT	https://kiti.wpbingosite.com/home-4/?add_to_wishlist=7840&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-4/indexf442.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:20	202492/202492	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:55%20GMT	https://kiti.wpbingosite.com/home-4/?add_to_wishlist=10448&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-4/index6141.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:21	6403/6403	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Apr%202025%2010:47:41%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-16882.css?ver=1745837261	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-16882fb53.css	(from https://kiti.wpbingosite.com/home-4/)
09:08:23	202492/202492	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:57%20GMT	https://kiti.wpbingosite.com/home-4/?add_to_wishlist=16508&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-4/index2f7b.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:24	205126/205126	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:56%20GMT	https://kiti.wpbingosite.com/home-4/?add-to-cart=16508	./shreeratna/kiti.wpbingosite.com/home-4/indexf4e0.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:25	205214/205214	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:57%20GMT	https://kiti.wpbingosite.com/home-4/?add-to-cart=16518	./shreeratna/kiti.wpbingosite.com/home-4/index3c77.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:25	205152/205152	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:59%20GMT	https://kiti.wpbingosite.com/home-4/?add-to-cart=16521	./shreeratna/kiti.wpbingosite.com/home-4/indexd1f8.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:25	11052/11052	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Apr%202025%2010:48:29%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-16788.css?ver=1745837309	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-16788cf28.css	(from https://kiti.wpbingosite.com/home-9/)
09:08:25	202491/202491	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:57%20GMT	https://kiti.wpbingosite.com/home-4/?add_to_wishlist=16518&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-4/indexefa7.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:26	202491/202491	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:59%20GMT	https://kiti.wpbingosite.com/home-4/?add_to_wishlist=16531&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-4/indexb8cd.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:26	202492/202492	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:58%20GMT	https://kiti.wpbingosite.com/home-4/?add_to_wishlist=16526&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-4/indexc529.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:26	205144/205144	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:59%20GMT	https://kiti.wpbingosite.com/home-4/?add-to-cart=16526	./shreeratna/kiti.wpbingosite.com/home-4/index23a6.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:26	202494/202494	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:45:59%20GMT	https://kiti.wpbingosite.com/home-4/?add_to_wishlist=16521&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-4/index9ed0.html	(from https://kiti.wpbingosite.com/home-4/)
09:08:28	123899/123899	---MCZ	200	added ('OK')	application/json	date:Tue,%2002%20Jun%202026%2002:45:58%20GMT	https://kiti.wpbingosite.com/wp-json/wp/v2/pages/16788	./shreeratna/kiti.wpbingosite.com/wp-json/wp/v2/pages/16788.json	(from https://kiti.wpbingosite.com/home-9/)
09:08:28	2116/2116	---MCZ	200	added ('OK')	application/json	date:Tue,%2002%20Jun%202026%2002:45:59%20GMT	https://kiti.wpbingosite.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkiti.wpbingosite.com%2Fhome-9%2F	./shreeratna/kiti.wpbingosite.com/wp-json/oembed/1.0/embed435a.json	(from https://kiti.wpbingosite.com/home-9/)
09:08:29	2273/2273	---MCZ	200	added ('OK')	text/xml	date:Tue,%2002%20Jun%202026%2002:46:00%20GMT	https://kiti.wpbingosite.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkiti.wpbingosite.com%2Fhome-9%2F&format=xml	./shreeratna/kiti.wpbingosite.com/wp-json/oembed/1.0/embed1ed4	(from https://kiti.wpbingosite.com/home-9/)
09:08:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:29%20GMT	https://kiti.wpbingosite.com/shop	./shreeratna/kiti.wpbingosite.com/shop	(from https://kiti.wpbingosite.com/home-9/)
09:08:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:29%20GMT	https://kiti.wpbingosite.com/?p=16788	./shreeratna/kiti.wpbingosite.com/index586f.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:30%20GMT	https://kiti.wpbingosite.com/shop	./shreeratna/kiti.wpbingosite.com/shop	(from https://kiti.wpbingosite.com/home-9/)
09:08:32	671/671	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:32%20GMT	http://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-23.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-23.1b9.delayed	(from https://kiti.wpbingosite.com/home-9/)
09:08:35	102942/102942	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:18%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-23.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-23.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:35	671/671	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:34%20GMT	http://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-24.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-24.1bb.delayed	(from https://kiti.wpbingosite.com/home-9/)
09:08:35	58493/58493	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:18%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-24.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-24.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:36	671/671	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:35%20GMT	http://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-25.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-25.1bd.delayed	(from https://kiti.wpbingosite.com/home-9/)
09:08:38	288162/288162	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:18%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-25.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-25.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:38	12721/12721	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:22%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-41.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-41.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:39	20435/20435	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:22%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-42.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-42.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:40	16208/16208	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:22%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-43.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-43.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:42	272223/272223	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2021:45:42%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/wpbingo/lib/lookbook/images/bwp_lookbook/0_lookbook.png	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/wpbingo/lib/lookbook/images/bwp_lookbook/0_lookbook.png	(from https://kiti.wpbingosite.com/home-9/)
09:08:42	255750/255750	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:14%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=16508	./shreeratna/kiti.wpbingosite.com/home-9/indexf4e0.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:42	253118/253118	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:14%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16508&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/index2f7b.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:42	255774/255774	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:14%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=16509	./shreeratna/kiti.wpbingosite.com/home-9/index356f.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:43	46647/46647	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:16%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/zhilips-hr1861-whole-fruit-juicer-2.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/zhilips-hr1861-whole-fruit-juicer-2.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:44	253134/253134	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:14%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16521&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/index9ed0.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:44	255776/255776	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:15%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=16514	./shreeratna/kiti.wpbingosite.com/home-9/indexa462.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:44	253133/253133	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:14%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16509&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/index03ab.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:44	255780/255780	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:14%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=16521	./shreeratna/kiti.wpbingosite.com/home-9/indexd1f8.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:46	58771/58771	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:16%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/zhilips-hr1861-whole-fruit-juicer-13.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/zhilips-hr1861-whole-fruit-juicer-13.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:46	255772/255772	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:16%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=7840	./shreeratna/kiti.wpbingosite.com/home-9/indexa863.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:46	253131/253131	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:17%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16514&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/indexadde.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:46	253117/253117	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:17%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=7840&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/indexf442.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:47	52826/52826	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:16%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/zhilips-hr1861-whole-fruit-juicer-16.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/zhilips-hr1861-whole-fruit-juicer-16.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:49	38417/38417	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:16%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/zhilips-hr1861-whole-fruit-juicer-5.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/zhilips-hr1861-whole-fruit-juicer-5.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:49	255891/255891	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:17%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=16536	./shreeratna/kiti.wpbingosite.com/home-9/indexf04a.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:49	253135/253135	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:16%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16536&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/indexb540.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:50	253117/253117	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:21%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16588&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/index94e8.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:50	255930/255930	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:21%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=16546	./shreeratna/kiti.wpbingosite.com/home-9/index0a14.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:50	253116/253116	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:21%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16546&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/index1735.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:50	12764/12764	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:22%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-40.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-40.jpg	(from https://kiti.wpbingosite.com/home-9/)
09:08:51	253117/253117	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:21%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16531&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/indexb8cd.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:51	253116/253116	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:21%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16541&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/index2d32.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:51	253117/253117	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:21%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16526&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/indexc529.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:51	255769/255769	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:21%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=16526	./shreeratna/kiti.wpbingosite.com/home-9/index23a6.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:52	7078/7078	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Apr%202025%2010:48:29%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-16930.css?ver=1745837309	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-16930cf28.css	(from https://kiti.wpbingosite.com/home-9/)
09:08:53	14463/14463	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Apr%202025%2011:26:30%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-11328.css?ver=1745839590	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-11328b060.css	(from https://kiti.wpbingosite.com/home-5/)
09:08:54	253119/253119	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:25%20GMT	https://kiti.wpbingosite.com/home-9/?add_to_wishlist=16518&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-9/indexefa7.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:54	255840/255840	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:22%20GMT	https://kiti.wpbingosite.com/home-9/?add-to-cart=16518	./shreeratna/kiti.wpbingosite.com/home-9/index3c77.html	(from https://kiti.wpbingosite.com/home-9/)
09:08:54	89294/89294	---MCZ	200	added ('OK')	application/json	date:Tue,%2002%20Jun%202026%2002:46:24%20GMT	https://kiti.wpbingosite.com/wp-json/wp/v2/pages/11328	./shreeratna/kiti.wpbingosite.com/wp-json/wp/v2/pages/11328.json	(from https://kiti.wpbingosite.com/home-5/)
09:08:55	2116/2116	---MCZ	200	added ('OK')	application/json	date:Tue,%2002%20Jun%202026%2002:46:25%20GMT	https://kiti.wpbingosite.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkiti.wpbingosite.com%2Fhome-5%2F	./shreeratna/kiti.wpbingosite.com/wp-json/oembed/1.0/embedd9b1.json	(from https://kiti.wpbingosite.com/home-5/)
09:08:57	2273/2273	---MCZ	200	added ('OK')	text/xml	date:Tue,%2002%20Jun%202026%2002:46:27%20GMT	https://kiti.wpbingosite.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkiti.wpbingosite.com%2Fhome-5%2F&format=xml	./shreeratna/kiti.wpbingosite.com/wp-json/oembed/1.0/embed1915	(from https://kiti.wpbingosite.com/home-5/)
09:08:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:56%20GMT	https://kiti.wpbingosite.com/shop	./shreeratna/kiti.wpbingosite.com/shop	(from https://kiti.wpbingosite.com/home-5/)
09:08:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:56%20GMT	https://kiti.wpbingosite.com/?p=11328	./shreeratna/kiti.wpbingosite.com/index07f4.html	(from https://kiti.wpbingosite.com/home-5/)
09:08:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:58%20GMT	https://kiti.wpbingosite.com/shop	./shreeratna/kiti.wpbingosite.com/shop	(from https://kiti.wpbingosite.com/home-5/)
09:08:59	671/671	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:23:59%20GMT	http://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-11.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-11.1cf.delayed	(from https://kiti.wpbingosite.com/home-5/)
09:09:03	263972/263972	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:18%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-11.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-11.jpg	(from https://kiti.wpbingosite.com/home-5/)
09:09:03	671/671	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:24:00%20GMT	http://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-12.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-12.jpg	(from https://kiti.wpbingosite.com/home-5/)
09:09:04	150079/150079	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:18%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-12.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/Slider-12.jpg	(from https://kiti.wpbingosite.com/home-5/)
09:09:04	14624/14624	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:20%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-23.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-23.jpg	(from https://kiti.wpbingosite.com/home-5/)
09:09:05	211390/211390	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:35%20GMT	https://kiti.wpbingosite.com/home-5/?add_to_wishlist=16508&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-5/index2f7b.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:05	214043/214043	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:35%20GMT	https://kiti.wpbingosite.com/home-5/?add-to-cart=16509	./shreeratna/kiti.wpbingosite.com/home-5/index356f.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:05	214021/214021	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:34%20GMT	https://kiti.wpbingosite.com/home-5/?add-to-cart=16508	./shreeratna/kiti.wpbingosite.com/home-5/indexf4e0.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:05	211390/211390	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:35%20GMT	https://kiti.wpbingosite.com/home-5/?add_to_wishlist=16509&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-5/index03ab.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:06	14031/14031	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:20%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-24.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-24.jpg	(from https://kiti.wpbingosite.com/home-5/)
09:09:07	214047/214047	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:36%20GMT	https://kiti.wpbingosite.com/home-5/?add-to-cart=16514	./shreeratna/kiti.wpbingosite.com/home-5/indexa462.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:07	211387/211387	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:36%20GMT	https://kiti.wpbingosite.com/home-5/?add_to_wishlist=16521&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-5/index9ed0.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:07	211390/211390	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:36%20GMT	https://kiti.wpbingosite.com/home-5/?add_to_wishlist=16514&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-5/indexadde.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:07	214050/214050	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:34%20GMT	https://kiti.wpbingosite.com/home-5/?add-to-cart=16521	./shreeratna/kiti.wpbingosite.com/home-5/indexd1f8.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:08	7464/7464	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:20%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-25.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/12/banner-25.jpg	(from https://kiti.wpbingosite.com/home-5/)
09:09:09	211390/211390	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:37%20GMT	https://kiti.wpbingosite.com/home-5/?add_to_wishlist=16536&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-5/indexb540.html	(from https://kiti.wpbingosite.com/home-5/)
09:09:09	211388/211388	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2002:46:38%20GMT	https://kiti.wpbingosite.com/home-5/?add_to_wishlist=7840&_wpnonce=1be0175808	./shreeratna/kiti.wpbingosite.com/home-5/indexf442.html	(from https://kiti.wpbingosite.com/home-5/)
